Dec 2 1996,159.62
Nov 1 1996,128.88
Oct 1 1996,124.00
Sep 3 1996,113.25
Aug 1 1996,108.00
Jul 1 1996,99.25
Jun 3 1996,106.38
May 1 1996,107.75
Apr 1 1996,112.12
Mar 1 1996,121.62
Feb 1 1996,108.75
Jan 2 1996,91.38
Dec 1 1995,97.00
Nov 1 1995,97.25
Oct 2 1995,95.00
Sep 1 1995,102.75
Aug 1 1995,109.12
Jul 3 1995,96.25
Jun 1 1995,93.50
May 1 1995,93.88
Apr 3 1995,82.25
Mar 1 1995,75.12
Feb 1 1995,72.38
Jan 3 1995,73.50
Dec 1 1994,70.62
Nov 1 1994,74.38
Oct 3 1994,69.38
Sep 1 1994,66.88
Aug 1 1994,61.88
Jul 1 1994,59.00
Jun 1 1994,63.00
May 2 1994,57.50
Apr 4 1994,53.00
Mar 1 1994,52.88
Feb 1 1994,56.88
Jan 3 1994,56.88
Dec 1 1993,54.75
Nov 1 1993,46.00
Oct 1 1993,42.12
Sep 1 1993,45.75
Aug 2 1993,44.38
Jul 1 1993,49.62
Jun 1 1993,53.25
May 3 1993,49.12
Apr 1 1993,51.50
Mar 1 1993,54.75
Feb 1 1993,52.00
Jan 4 1993,51.75
Dec 1 1992,68.38
Nov 30 1992,67.88
Nov 2 1992,67.00
Oct 1 1992,81.00
Sep 1 1992,86.62
Aug 3 1992,94.50
Jul 1 1992,97.88
Jun 1 1992,90.50
May 1 1992,91.25
Apr 1 1992,83.50
Mar 2 1992,86.88
Feb 3 1992,90.00
Jan 2 1992,89.00
Dec 2 1991,91.12
Nov 1 1991,98.38
Oct 1 1991,103.62
Sep 3 1991,97.75
Aug 1 1991,101.00
Jul 1 1991,97.62
Jun 3 1991,106.00
May 1 1991,102.50
Apr 1 1991,113.88
Mar 1 1991,128.25
Feb 1 1991,126.50
Jan 2 1991,112.88
Dec 3 1990,114.50
Nov 1 1990,105.38
Oct 1 1990,107.12
Sep 4 1990,101.00
Aug 1 1990,111.88
Jul 2 1990,117.50
Jun 1 1990,120.50
May 1 1990,109.50
Apr 2 1990,105.12
Mar 1 1990,103.75
Feb 1 1990,98.62
Jan 2 1990,94.75
Dec 1 1989,97.62
Nov 1 1989,100.25
Oct 2 1989,109.38
Sep 1 1989,116.88
Aug 1 1989,115.50
Jul 3 1989,112.50
Jun 1 1989,109.50
May 1 1989,113.00
Apr 3 1989,109.25
Mar 1 1989,122.12
Feb 1 1989,129.75
Jan 3 1989,121.88
Dec 1 1988,118.38
Nov 1 1988,122.88
Oct 3 1988,115.12
Sep 1 1988,111.12
Aug 1 1988,126.00
Jul 1 1988,127.75
Jun 1 1988,113.00
